   0 62.6004456674 0.0189002741817 0.123768352307 0.054269974114 0.936046789262 2.30755462326e-09
   1 69.8190588547 0.0267121912951 0.125809948176 0.0886289992685 0.986578892758 2.45315029845e-09
   2 71.3614495355 0.0190771384816 0.119420682362 0.075922962652 1.0038831574 2.3678905866e-09
   3 65.2312297946 0.0234662603137 0.124244317182 0.060125607173 0.92821201116 1.63303638175e-09
   4 67.6898051064 0.0262684838419 0.124327449866 0.0542960505745 0.922289535072 2.12605977693e-09
   5 64.6366953001 0.0205332390025 0.120275695775 0.0554763250648 0.987566479784 1.76234107677e-09
   6 72.3190074266 0.024355533815 0.120069741078 0.0618593036657 0.923280097192 2.273964841e-09
   7 66.3591423841 0.0216690764827 0.122958344648 0.0681010003468 0.923967099762 2.41808493976e-09
   8 65.4775660708 0.0251547860196 0.125846353476 0.0685724381594 0.962216768828 1.55192791446e-09
   9 65.3569508251 0.0241044384941 0.121891398084 0.0523270739469 0.943358289346 2.03908057235e-09
  10 71.2883067599 0.0258140148111 0.120954790619 0.0675654558999 1.01215782401 2.13652868859e-09
  11 69.2259228312 0.026056268735 0.120819684294 0.0863383452273 0.947441473886 1.62247673518e-09
   0 62.6004456674 0.0189002741817 0.123768352307 0.054269974114 0.936046789262 2.30755462326e-09
   1 69.8190588547 0.0267121912951 0.125809948176 0.0886289992685 0.986578892758 2.45315029845e-09
   2 71.3614495355 0.0190771384816 0.119420682362 0.075922962652 1.0038831574 2.3678905866e-09
   3 63.311793371 0.0222217700725 0.125889841642 0.0475304756521 0.918972319694 1.63811025602e-09
   4 68.2467484405 0.0261981452616 0.123805460364 0.0563497683592 0.936198530898 2.12768005979e-09
   5 64.8248611426 0.0214662103407 0.120697795954 0.0546535872042 0.976017146096 1.83463891903e-09
   6 72.3190074266 0.024355533815 0.120069741078 0.0618593036657 0.923280097192 2.273964841e-09
   7 66.3591423841 0.0216690764827 0.122958344648 0.0681010003468 0.923967099762 2.41808493976e-09
   8 65.4775660708 0.0251547860196 0.125846353476 0.0685724381594 0.962216768828 1.55192791446e-09
   9 65.3569508251 0.0241044384941 0.121891398084 0.0523270739469 0.943358289346 2.03908057235e-09
  10 70.4521626808 0.0252515607919 0.120921544487 0.0658951111334 1.00748248277 2.09747469814e-09
  11 69.2259228312 0.026056268735 0.120819684294 0.0863383452273 0.947441473886 1.62247673518e-09
   0 62.4268916357 0.0187724275267 0.123805753594 0.0536313404211 0.936604556747 2.30245099733e-09
   1 68.1447168257 0.0257336694649 0.124339568466 0.075007222544 0.970360981329 2.29777657358e-09
   2 70.97667762 0.0203346143592 0.119672749757 0.0777995707491 0.993713687429 2.23358446206e-09
